,user,id,date,hashtags,text
0,grebprog,1302219720767213568,2020-09-05 15:19:10+00:00,,key coronavirus forecast predicts 410000 total us deaths jan 1 worst yet come cnbc via googlenews
1,Wwolfhunt,1302219716086435840,2020-09-05 15:19:09+00:00,,sickness worrying coronavirus incompetence vanity killed 190000 americans growing
2,TriviaAi,1302219710419722240,2020-09-05 15:19:07+00:00,,countries ban americans visiting since shithole infestation coronavirus corruption ignorance might change psychopath president convicted treason hanged populace
3,sharonbabes1,1302219708972896256,2020-09-05 15:19:07+00:00,#coronavirus,well done clap spreading coronavirus arses
4,worldbankchina,1302219707488129024,2020-09-05 15:19:06+00:00,#COVID19 #coronavirus #WorldBankPodcast,covid19 coronavirus potential strain healthcare economies development podcast hear africacdcs laktarr001 wbghealths dr muhammed pate coordinated response worldbankpodcast
5,stevebeasant,1302219683119140864,2020-09-05 15:19:01+00:00,#Coronavirus,coronavirus new local lockdown rules
6,LindaGMan1,1302219679080099840,2020-09-05 15:19:00+00:00,#Coronavirus #Covid19 #Health #HealthNews #Science,vitamin deficiency could linked increased risk covid19 university chicago researchers say coronavirus covid19 health healthnews science
7,MrASTM,1302219671769427968,2020-09-05 15:18:58+00:00,#FoxNews,left us entirely moved places like italy switzerland france yes coronavirus homeless crisis tax issues wealthy los angelenos wanting celebrities running away foxnews
8,tribunephl,1302219662235557888,2020-09-05 15:18:56+00:00,,1pacman partylist representative eric pineda confirmed tested positive coronavirus
9,bluewave8yrs,1302219662084763648,2020-09-05 15:18:56+00:00,,rochester police cant keep stories straight first spitting put hood say coronavirus didnt realize making fun person mental health crisis protocol either murders keep killing poc get riots
10,ptcnews,1302219653364641792,2020-09-05 15:18:54+00:00,#PunjabCM #Coronavirus #CaptainAmarinderSingh,punjab cm capt amarinder singh gets tested covid19 punjabcm coronavirus captainamarindersingh
11,PulpNews,1302219641385820160,2020-09-05 15:18:51+00:00,#school #many,willmar teachers happy start school finding many changes coronavirus sep 5 817 et
12,JimKuther,1302219614655401984,2020-09-05 15:18:44+00:00,,gop lawmaker urges pelosi call house back dc next week debate coronavirus legislation address rioting
13,JPaulos5,1302219611518259200,2020-09-05 15:18:44+00:00,,realdonaldtrump us leads world coronavirus cases didnt stop u taking aim biden choosing wear mask public appearances masks arent protect wearer theyre protect others dont care gop
14,AmrineDouglas,1302219609295200256,2020-09-05 15:18:43+00:00,,coronavirus luvvs
15,Jagauress,1302219607516884992,2020-09-05 15:18:43+00:00,,wuhan lab admits three live strains bat coronavirus
16,HEKsROCKS101091,1302219606711468032,2020-09-05 15:18:42+00:00,,one college stopped coronavirus outbreak began good news apple news spotlight
17,drsuebk,1302219603188346880,2020-09-05 15:18:42+00:00,,coronavirus tests could picking dead virus
18,martinbritnell,1302219593835044864,2020-09-05 15:18:39+00:00,,bs surrounding tests detect dead viruses show positive coronavirus thats forcing people self isolation two weeks putting livelihood risk
19,Palak_Agr,1302219589707689984,2020-09-05 15:18:38+00:00,#HappyTeachersDay #HappyTeachersDay2020,also wish googleindia happyteachersday making us complete assignments helping us studies corona virus pandemic happyteachersday2020
20,HishDev,1302219565955461120,2020-09-05 15:18:33+00:00,,hope people like get coronavirus learn lesson way
21,IEArtsShowbiz,1302219564248309760,2020-09-05 15:18:32+00:00,,tiffany haddish reveals tested positive coronavirus
22,Mike_Padgett,1302219554890809344,2020-09-05 15:18:30+00:00,,first 100000 counted america via nytimes remembering 100000 lives lost coronavirus america
23,Gavins_Tweet,1302219548196655104,2020-09-05 15:18:29+00:00,,free press fear corona virus spread course free alternative position possess
24,BokaroUpdates,1302219542790201344,2020-09-05 15:18:27+00:00,,four times increase testing capacity coronavirus samples jharkhand august tender released get rtpcr tests done private labs pending samples tested
25,HeatherSoper2,1302219521546235904,2020-09-05 15:18:22+00:00,,argentinian lecturer dies suspected coronavirus zoom call via mailonline
26,CarnageMovie,1302219518308216832,2020-09-05 15:18:21+00:00,,indias coronavirus caseload surpassed 4 million deepening misery countrys vast hinterlands surges crippled underfunded health care system
27,MYFsingapore,1302219517506904064,2020-09-05 15:18:21+00:00,,ongoing spread coronavirus technology online learning platforms become increasingly essential adapting new normal myf quickly evolved digital platforms tools ensure uninterrupted educational delivery
28,Bolo59953915,1302219511832227840,2020-09-05 15:18:20+00:00,,talkin nothing coronavirus nothing big mouth bitch youre good man
29,HygieiaMed,1302219503208554496,2020-09-05 15:18:18+00:00,,russian coronavirus vaccine produces immune response early trials
30,Vicious_One,1302219498598985728,2020-09-05 15:18:17+00:00,,ladies coronavirus dangerous boost immune system get vitamin get sun get vitamin someones son
31,IamAdamLFC,1302219485630394368,2020-09-05 15:18:14+00:00,,one time favourite videos appropriate corona virus lockdown
32,voteRumpOUT,1302219482107121664,2020-09-05 15:18:13+00:00,,fda rejects oleandrin unproven coronavirus therapeutic pushed mypillow ceo dietary supplement ingredient
33,impactnews_pln,1302219470484766720,2020-09-05 15:18:10+00:00,,frisco isd student staff cases coronavirus reported popular dfw news
34,COVIDLive,1302219468823724032,2020-09-05 15:18:10+00:00,#coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic,189 new cases denmark 1318 gmt coronavirus coronavirusupdate covid19 coronaviruspandemic
35,TheOneHotNews,1302219468198809600,2020-09-05 15:18:09+00:00,#news #coronavirus #spend #time #running #test #real #team,news gt news coronavirus spend time running test real team
36,LynnetteCaprio1,1302219463706771456,2020-09-05 15:18:08+00:00,,keeping truth people grandson home schooling dangerous situation labor day im afraid coronavirus worse nobody taking seriously dr fauci one listen trump gangs gag order wrong
37,GFilms7,1302219455737536512,2020-09-05 15:18:06+00:00,,trump says best yet come 410thousand dead january health officials expect second wave coronavirus worse first trump also says vaccine ready go nov elections even doesnt work
38,impactnews_lfh,1302219448515022848,2020-09-05 15:18:05+00:00,,frisco isd student staff cases coronavirus reported popular dfw news
39,PandemicCovid20,1302219440398852096,2020-09-05 15:18:03+00:00,#covid19 #coronavirus,long thin transmission chains severe acute respiratory syndrome coronavirus sarscov2 may go undetected several weeks low moderate reproductive numbers implications containment elimination strategy covid19 coronavirus
40,PandemicCovid20,1302219438654025728,2020-09-05 15:18:02+00:00,#covid19 #coronavirus,role school reopening spread covid19 covid19 coronavirus
41,PandemicCovid20,1302219437504782336,2020-09-05 15:18:02+00:00,#longcovid #coronavirus #covid19,high prevalence deep venous thrombosis nonsevere covid19 patients hospitalized neurovascular disease longcovid coronavirus covid19
42,RobAnybody2,1302219429917401088,2020-09-05 15:18:00+00:00,,instead confronting problem youre going pretend doesnt exist thats pretty much handling coronavirus pandemic 192146 americans died
43,HertsPolFed,1302219427451039744,2020-09-05 15:18:00+00:00,,flint house reopens flint house police rehabilitation centre based oxfordshire preparing reopen monday 7 september coronavirus forced closure earlier year read
44,covidnewsCH,1302219427228913664,2020-09-05 15:18:00+00:00,#tech #CoronaInfoCH #COVID19,tech coronainfoch covid19 india coronavirus numbers explained behind u
45,TexasCovid,1302219426599706624,2020-09-05 15:18:00+00:00,#covid19 #coronavirus #texas #tx #covidtexas #texascovid #txlege #texas #TexasCovid19,september 4th 2020 new cases 4215 new fatalities 140 hospitalizations 3889 186 prior day hospital capacity usage 79 positivity rate 97 covid19 coronavirus texas tx covidtexas texascovid txlege texas texascovid19
46,nyflgal,1302219422548008960,2020-09-05 15:17:59+00:00,,americans scammed democrats pushed mailin voting ballot harvesting foreigners voting back january 2019 year china coronavirus via gatewaypundit
47,covidnewsCH,1302219421570740224,2020-09-05 15:17:58+00:00,#tech #CoronaInfoCH #COVID19,tech coronainfoch covid19 chinas cnbg sinovac find countries test coronavirus va
48,fox35orlando,1302219421029666816,2020-09-05 15:17:58+00:00,,gov ron desantis demanding local officials provide information actions county governments city commissions boards commissions taken regarding coronavirus
49,Marskyblue7,1302219419171663872,2020-09-05 15:17:58+00:00,#FoxNews,coronavirus pandemic americans eating healthier buying foods boost immunity foxnews tcells help attack viruses
50,Sylph,1302219417539850240,2020-09-05 15:17:57+00:00,,coronavirus politics progressives target voters letters mcclatchy washington bureau
51,DailyMail,1302219412892721152,2020-09-05 15:17:56+00:00,,three dead 147 infected coronavirus outbreak maine wedding
52,hedwig_lee,1302219397331906560,2020-09-05 15:17:53+00:00,,new orleans hospitals sent patients infected coronavirus hospice facilities back families die home cases discontinuing treatment even relatives begged keep trying
53,PostBoro,1302219360610725888,2020-09-05 15:17:44+00:00,#coronavirus #SocialDistance,vaccine ready right way minimize direct contact spreads coronavirus via nose eyes use bostapp instead communicate safely people nearby socialdistance free apple amp google
54,nickbee1981,1302219351626526720,2020-09-05 15:17:42+00:00,,bbc news coronavirus tests could picking dead virus bbc news coronavirus tests could picking dead virus bbcnews seriously pushing idea covid overblown anyway
55,Macerty,1302219342172639232,2020-09-05 15:17:39+00:00,,heres source dead remains coronavirus bacteria previously affected individuals amplified tests flagged testing positive case people told selfisolate unnecessarily
56,JamesMkag,1302219332747960320,2020-09-05 15:17:37+00:00,,americans scammed democrats pushed mailin voting ballot harvesting foreigners voting back january 2019 year china coronavirus via gatewaypundit
57,LyndaRVA_UAP,1302219323000393728,2020-09-05 15:17:35+00:00,,roommates mistakenly sent vcu isolation dorm say nerveracking experience coronavirus
58,NickBollockov,1302219307196338176,2020-09-05 15:17:31+00:00,,estimating coronavirus pandemic tests could picking dead virus
59,BobbyCoolMusiQ,1302219292893753344,2020-09-05 15:17:28+00:00,,people catch corona virus simply gathering stupid
60,Jay98979075,1302219278045843456,2020-09-05 15:17:24+00:00,,would never lost many jobs first place trump took coronavirus seriously dont say banned flights ching didnt banned flights wuhan china claiming covid hoax downplaying severity virus
61,kthopkinson,1302219256122269696,2020-09-05 15:17:19+00:00,,coronavirus tests could picking dead virus bbc news
62,QldProgressive,1302219252145905664,2020-09-05 15:17:18+00:00,,coronavirus found sewage apollo bay victoria despite known cases
63,will_farquhar,1302219231245684736,2020-09-05 15:17:13+00:00,#COVID19 #coronavirus #pandemic #COVID #CoronaVirusUpdates,hows everyone weve 6 months covid19 26 million cases worldwide need good news need vaccine pharma companies arent going make killing excuse pun covid19 coronavirus pandemic covid19 coronavirusupdates
64,xenosstinkriti,1302219225327636480,2020-09-05 15:17:12+00:00,,coronavirus tests could picking dead virus
65,PinkyLee19,1302219220382625792,2020-09-05 15:17:10+00:00,#Staycation2020,holidaying coronavirus pandemic north wiltshire cheddar gorge cotswolds heres got base thebarleycornuk staycation2020
66,AJOG_thegray,1302219220319698944,2020-09-05 15:17:10+00:00,,ajog images obstetrics visualization severe acute respiratory syndrome coronavirus 2 invading human placenta using electron microscopy
67,BigBird31192728,1302219210790244352,2020-09-05 15:17:08+00:00,,lady believe sciene follows corona virus restriction rules assisting virus spreads
68,dentures_donald,1302219208135241728,2020-09-05 15:17:07+00:00,,exactly boss never lied 25 thousand documented times lied corona virus response lied strong powerful crowd size inauguration lied would never golf lied creating veterans choice fake news
69,kindredmurillo,1302219199344005120,2020-09-05 15:17:05+00:00,,must take seriouslyeditorial san diego state students need take coronavirus seriously
70,WiredUK,1302219199033507840,2020-09-05 15:17:05+00:00,,last parts syria still rebel control grassroots network coronavirus contact tracers battle suspicion fear keep pandemic bay
71,silverminii,1302219193803186176,2020-09-05 15:17:04+00:00,,happy christmas bts filipino fans reported endorsement deal come true wondering well celebrate countrys favorite time year entire population various degrees lockdown coronavirus pandemic
72,DrEKingreen,1302219185695543296,2020-09-05 15:17:02+00:00,,hope blood help others coronavirus
73,xenosstinkriti,1302219184059961344,2020-09-05 15:17:02+00:00,,test used diagnose coronavirus sensitive could picking fragments dead virus old infections scientists say coronavirus tests could picking dead virus
74,SJCLtd,1302219183229288448,2020-09-05 15:17:02+00:00,,hope blood help others coronavirus
75,DigbyDe,1302219169497219072,2020-09-05 15:16:58+00:00,#WorstPresidentEver,race 200k deaths autumn 300k looms year end leadership turning science worstpresidentever united states coronavirus cases 6389413 deaths 192132
76,weirdworld,1302219164065521664,2020-09-05 15:16:57+00:00,,us coronavirus death toll projected reach 410000 next 4 months mask use wanes
77,TWMWrestle,1302219149196890112,2020-09-05 15:16:53+00:00,,therock got coronavirus
78,Asher_Wolf,1302219148651503616,2020-09-05 15:16:53+00:00,,cook islands former pm dies coronavirus new zealand
79,The_Golden_Wood,1302219145052913664,2020-09-05 15:16:52+00:00,,could charge uk governments response coronavirus next week
80,alisshadavid,1302219126362963968,2020-09-05 15:16:48+00:00,#CoronaVirus #N95 #Facemask,regular surgical fancy mask doesnt anything prevent getting coronavirusunless n95 respirator mask wear facemask stay safe
81,TMSNXDetroit,1302219123179520000,2020-09-05 15:16:47+00:00,#LIons #NFL,calvin johnson look 622 million cases coronavirus infections 188000 deaths result united states alone lions nfl
82,EconomicTimes,1302219116732755968,2020-09-05 15:16:46+00:00,#coronavirus,national capital reported coronavirus cases excess 2000 four consecutive days since september 1 friday daily cases count stood 2914
83,ImDhvij,1302219110906961920,2020-09-05 15:16:44+00:00,,government needs help save schoolgins corona virus whole country go lockdown saveour schooleducators pmoindia narendramodi eduminofindia drrpnishank nisaedu saveour schooleducators
84,MackayIM,1302219097422266368,2020-09-05 15:16:41+00:00,,positive coronavirus cases detected sa wastewater hotel quarantine
85,NBC10Boston,1302219073498091520,2020-09-05 15:16:35+00:00,,brewers expect able operate outdoor operations early november latest business model faces upheaval economic havoc wreaked coronavirus pandemic
86,PaulHuber,1302219059677847552,2020-09-05 15:16:32+00:00,#SmartNews,pew record 52 young adults us living parents amid coronavirus pandemic smartnews
87,NewsMsdr,1302219058780266496,2020-09-05 15:16:32+00:00,#Palestinian #Gaza #coronavirus,palestinian ministry health gaza announced death nahed hassan issa 55 years jabalia northern gaza strip result infection coronavirus
88,nazianaseer4,1302219057152888832,2020-09-05 15:16:31+00:00,#KarachiVisionByPMIK,every one wearing mask save selves corona viruscorona virus doesnt wear mask karachivisionbypmik imrankhanpti bbhuttozardari
89,AndrewW66619812,1302219040253976576,2020-09-05 15:16:27+00:00,,meat processors trial contact tracing device fight covid19 claiming dhhs slow act midfield meats hopes bluetooth devices help prevent future coronavirus outbreaks
90,MrFoxPhoto,1302218999628017664,2020-09-05 15:16:18+00:00,#fakehero #herosyndrome #HeroesAct #factsmatter,democrats blame pandemic damage caused prove science logistics illegal immigration sanctuary cities caused outbreak coronavirus senschumer fakehero herosyndrome stop heroesact factsmatter
91,poandpo,1302218996465512448,2020-09-05 15:16:17+00:00,#Health #Brazil #reports #coronavirus #cases #deaths,brazil reports 51194 coronavirus cases 907 deaths health brazil reports 51194 coronavirus cases 907 deaths 919
92,poandpo,1302218992061480960,2020-09-05 15:16:16+00:00,#Health #Russia #coronavirus #vaccine #effective #against #any #dose #of #virus,russias coronavirus vaccine effective dose virus health russias coronavirus vaccine effective dose virus 661
93,1_kolbacki,1302218990987730944,2020-09-05 15:16:16+00:00,,earths moving melting amp leaking core see small gold core projection mining making smaller redorange seen atmospheric sky photos mantle remains coronavirus
94,poandpo,1302218990769577984,2020-09-05 15:16:16+00:00,#Health #France #reports #nearly #new #coronavirus #cases,france reports nearly 9000 new coronavirus cases health france reports nearly 9000 new coronavirus cases 232
95,sharonbabes1,1302218981894483968,2020-09-05 15:16:13+00:00,#coronavirus,well done clap spreading coronavirus arses
96,KelvinMate_,1302218979566641152,2020-09-05 15:16:13+00:00,#DrUN,thank drun honouring best human good eating drinking habit person hand wash coronavirus era
97,poandpo,1302218979331768320,2020-09-05 15:16:13+00:00,#Health #Brazil #reports #coronavirus #cases #deaths,brazil reports 51194 coronavirus cases 907 deaths health brazil reports 51194 coronavirus cases 907 deaths 891
98,poandpo,1302218975372349440,2020-09-05 15:16:12+00:00,#Health #Russia #coronavirus #vaccine #effective #against #any #dose #of #virus,russias coronavirus vaccine effective dose virus health russias coronavirus vaccine effective dose virus 84
99,poandpo,1302218974034305024,2020-09-05 15:16:12+00:00,#Health #France #reports #nearly #new #coronavirus #cases,france reports nearly 9000 new coronavirus cases health france reports nearly 9000 new coronavirus cases 182
100,rajab_natshah,1302218973589757952,2020-09-05 15:16:12+00:00,,community belonging time coronavirus drupalcon global 2020 via youtube
101,goldfinch521,1302218956938391552,2020-09-05 15:16:08+00:00,,strange specifically state covid19 thought new coronavirus strain
102,MyVadodara,1302218949975711744,2020-09-05 15:16:06+00:00,#vadodara #coronavirus,vadodara covid19 update new cases 119 total cases 8673 new sample tested 2349 total 92591 todays deaths 1149 death toll todays discharged 171total discharged 7109 active cases 1415 ventilator 59 oxygen 140 vadodara coronavirus
103,sueyellin,1302218937086681088,2020-09-05 15:16:03+00:00,#coronavirus,1000 coronavirus deaths every day 40000 new cases 188000 people died
104,reluctanthuman5,1302218921915932672,2020-09-05 15:15:59+00:00,,please help say boss whose entire field based hard science walks around office spouting lies coronavirus flattened curve learn live
105,withoutcorona19,1302218911337848832,2020-09-05 15:15:57+00:00,#COVID19,saint pierre miquelon active cases novel coronavirus diseasecovid19 covid19
106,theartsanctuari,1302218910998044672,2020-09-05 15:15:57+00:00,,face masks help slow spread coronavirus causes covid19 yes face masks combined preventive measures help slow spread deadly virus tas make point leave house without wearing one stay tuned short film
107,aptSwissy,1302218904798924800,2020-09-05 15:15:55+00:00,,germany victim success fighting coronavirus
108,onerazz,1302218904094162944,2020-09-05 15:15:55+00:00,,novel coronavirus killed least 875703 people since outbreak emerged china last december according tally official sources compiled afp 1100 gmt saturday
109,DebBeck3,1302218892702605312,2020-09-05 15:15:52+00:00,,county seizes property la church challenging coronavirus restrictions
110,thelevantnewsEN,1302218884217479168,2020-09-05 15:15:50+00:00,#levant_newspaper #G20 #G20 #Levant #SaudiArabia #SaudiArabia #The_Levant_news,g20 employment labor ministers gather virtually amid ongoing coronavirus pandemic september levantnewspaper g20 levant saudiarabia thelevantnews
111,HuffPostParents,1302218882258743296,2020-09-05 15:15:50+00:00,,heres students returning campus amid coronavirus pandemic need know signing policy
112,NathanielQuiet,1302218876323856384,2020-09-05 15:15:48+00:00,,coronavirus good bits two people knew dead work disappeared glad work home good harvester seriously good bits let know vaccine
113,drpatfarrell,1302218866916044800,2020-09-05 15:15:46+00:00,,cook islands former pm dies coronavirus new zealand world news guardian
114,NicNotNicky,1302218862512033792,2020-09-05 15:15:45+00:00,,plane sam francisco keele services m6 fuck coronavirus right eye
115,lornehart1,1302218849954287616,2020-09-05 15:15:42+00:00,,coronavirus test came bac negative means ive normal flu week tf gets flu august amp mean flu jab wears im susceptible getting cuz jab didnt get winter yet normally
116,ParentSecurity,1302218847441891328,2020-09-05 15:15:41+00:00,#coronavirus #kids #children,pandemic erasing decade global progress child mortality rates coronavirus kids children
117,GregoryDEvans,1302218842651922432,2020-09-05 15:15:40+00:00,#coronavirus #kids #children,pandemic erasing decade global progress child mortality rates coronavirus kids children
118,BettinaSRoss1,1302218838587604992,2020-09-05 15:15:39+00:00,#coronavirus,current research forfrom germany says 25 believe coronavirus either deliberately manmade hoax thats lot people thankfully 7580 still support wearing masks public transport amp shops obliged
119,oluwa_millar,1302218837664976896,2020-09-05 15:15:39+00:00,,well use day remember people lost lives corona virus
120,STSIMON95984452,1302218836041703424,2020-09-05 15:15:39+00:00,,argentinian lecturer dies suspected coronavirus zoom call via mailonline
121,HookedonHorror,1302218835022536704,2020-09-05 15:15:38+00:00,#Chucky #ChildsPlay #CoronaVirus #CoVid19 #TVSeries #Syfy #USANetwork #Horror #HookedOnHorror,due ongoing shitshow 2020 production realdonmancinis chucky tv series delayed 2021 chucky childsplay coronavirus covid19 tvseries syfy usanetwork horror hookedonhorror
122,AnitaBeavers,1302218822859063296,2020-09-05 15:15:36+00:00,,donald trump leads xi jinping law order coronavirus demolition three gorges dam china
123,attackmag1,1302218816940843008,2020-09-05 15:15:34+00:00,#LetUsDance,following letusdance campaign total 336 million distributed among 135 venues risk imminent collapse due coronavirus pandemic
124,RobDPoundShop,1302218806543167488,2020-09-05 15:15:32+00:00,,great news coronavirus defeated whitby
125,diaz_noah,1302218804303474688,2020-09-05 15:15:31+00:00,,also said coronavirus wasnt big deal would blow
126,NellisterC,1302218774402170880,2020-09-05 15:15:24+00:00,#Mentoring,sign help freelancers recover economic impacts coronavirus mentoring via
127,poppy6482,1302218774175797248,2020-09-05 15:15:24+00:00,,monumentally mis judging extent coronavirus basically pushing uk back 1970s cannot see apology anytime soon rhetoric remains prepare second wave total bollocks course
128,roditsha,1302218773085270016,2020-09-05 15:15:24+00:00,#coronavirus,mf gets info coronavirus
129,catman1361,1302218770975424512,2020-09-05 15:15:23+00:00,,coronavirus linger body
130,Mr_Stark_,1302218768093863936,2020-09-05 15:15:23+00:00,#RRBExamDates #5Baje5Minute,students asking rrbexamdates came 5baje5minute idea done govt coronavirus meanwhile government right
131,doyle_harris73,1302218754533728256,2020-09-05 15:15:19+00:00,,blm protest rest cant class action nazi ruling party plandemic coronavirus violence erupts antilockdown protesters police via youtube
132,BladeMcCoy1,1302218723797934080,2020-09-05 15:15:12+00:00,#FoxNews,meth floods across usmexico border coronavirus pandemic foxnews
133,seriouslyabk,1302218721847578624,2020-09-05 15:15:11+00:00,,americans scammed democrats pushed mailin voting ballot harvesting foreigners voting back january 2019 year china coronavirus
134,marklytics,1302218721738412032,2020-09-05 15:15:11+00:00,#automotive #news #salesdown #ElectricVehicle #PHEVs #coronavirus #crisis,uk car market 58 august evs phevs boom julys 11 rebound couldnt replicated last month though private sales august 699 units 2019 automotive news salesdown electricvehicle phevs coronavirus crisis
135,riotwomennn,1302218717179400192,2020-09-05 15:15:10+00:00,,finally local treating doctors warning country trumps puppet politicians misleading country coronavirus joniernsts covid19 lies could lead public let guard iowa doctors fear cruel ignorant
136,turquaz_health,1302218707960299520,2020-09-05 15:15:08+00:00,#healthtourism #tourismhealth #healthtourismturkey #tourismhealthturkey #coronavirus,information please contact us tel 90 850 307 27 37 healthtourism tourismhealth healthtourismturkey tourismhealthturkey coronavirus
137,lexwoodroffe,1302218707083702272,2020-09-05 15:15:08+00:00,,news went kitchen get coffee cam says well coronavirus mom
138,ShropshireStar,1302218704835444736,2020-09-05 15:15:07+00:00,,two shropshire cricket fixtures cancelled today due potential risk coronavirus
139,AnchinCPA,1302218700762873856,2020-09-05 15:15:06+00:00,,coronavirus pandemic driven number changes fast food consumption including increase drivethru usage 43 anchinfoodbev
140,VisitIOW,1302218700356026368,2020-09-05 15:15:06+00:00,#IsleofWight #IOW,thinking visiting isleofwight read latest official government guidelines relating coronavirus travel planning trip always put health loved ones around first find iow
141,KetteringBC,1302218700251115520,2020-09-05 15:15:06+00:00,#NorthantsTogether,keeping around safe coronavirus positive cases high young adults area please think carefully planning meet others outside household social distancing must northantstogether
142,ThisisKettering,1302218700116852736,2020-09-05 15:15:06+00:00,#NorthantsTogether,keeping around safe coronavirus positive cases high young adults area please think carefully planning meet others outside household social distancing must northantstogether
143,NRT_English,1302218699806519296,2020-09-05 15:15:06+00:00,#NRTnews #TwitterKurds #Iraq #Coronavirus,20000 people kurdistan region recovered covid19 ministry 504 new cases thirteen deaths last 24 hours nrtnews twitterkurds iraq coronavirus
144,Ike_Obiora,1302218697919135744,2020-09-05 15:15:06+00:00,,tried gbogbonise corona virus yet shit cures ailments face earth
145,ResearchBuzz,1302218693548572672,2020-09-05 15:15:05+00:00,#coronavirus #research #socialdistancing,two metres one evidence physical distancing covid19 bmj coronavirus research socialdistancing
146,healthybrum,1302218692655304704,2020-09-05 15:15:05+00:00,#Coronavirus #HealthyBrum,following symptoms high temperature new continuous cough losschange sense smelltaste vital selfisolate book free coronavirus test immediately go call 119 healthybrum
147,CBS6,1302218691514372096,2020-09-05 15:15:04+00:00,,coronavirus pandemic hit mexico hard governments several states ran death certificates
148,YahooNews,1302218684757430272,2020-09-05 15:15:03+00:00,,long labor day weekend mean another coronavirus spike
149,LDNFootieScene,1302218672627425280,2020-09-05 15:15:00+00:00,#LOFC,theres also away trip leytonorientfc face forest green rovers carabao cup afternoon ahead todays game danielmarsh92 found os trying make ends meet coronavirus pandemic lofc
150,CharnwoodBC,1302218672623308800,2020-09-05 15:15:00+00:00,#coronavirus,symptoms coronavirus important get test immediately main symptoms high temperature new continuous cough losschange sense smell taste info
151,Dazed,1302218672442953728,2020-09-05 15:15:00+00:00,,trump jr endorsed tiktoks rival platform stoking fears chinese governments obvious control tiktok alleged mishandling coronavirus
152,yenisafakEN,1302218672421961728,2020-09-05 15:15:00+00:00,,pope travel outside rome first time since coronavirus pandemic
153,Dirk_Matter,1302218672384036864,2020-09-05 15:15:00+00:00,#panicdemic #COVID19 #coronavirus #pandemic #SARSCoV2 #politics #pandemia #COVID #vaccine #election,panicdemic covid19 coronavirus pandemic sarscov2 politics pandemia called july 2nd reuters us public health officials pfizer inc said covid19 vaccine could ready distribution soon late october ahead november election
154,tw56itterpp,1302218663265665024,2020-09-05 15:14:58+00:00,,coronavirus transforming online dating sex
155,Liz_177,1302218660514324480,2020-09-05 15:14:57+00:00,,im managing time home perfectly well thanks anything getting much without commuting bbc news coronavirus civil servants must get back offices quickly
156,BenRunInBay,1302218660384329728,2020-09-05 15:14:57+00:00,#coronavirus #Election2020,death rate 2 3 us pursues population immunity strategy coronavirus cause 6 million americans die election2020
157,blastnost,1302218655933972480,2020-09-05 15:14:56+00:00,,2 theyre also magnet unhinged antivaxxers particularly troubling correlation wake coronavirus pandemic
158,markmccaughrean,1302218654482870272,2020-09-05 15:14:55+00:00,,good points discuss colleague whose remit lies although hes also rather busy coronavirus issues present
159,PANKAJKAPAHI18,1302218644513083392,2020-09-05 15:14:53+00:00,#Isolation #negative #Covid #coronavirus,punjab cm captamarinder ended weeklong self isolation testing negative covid self isolated august 28 coming contact 2 mlas later tested positive coronavirus rtmediaadvpbcm
160,NAPKELET42,1302218635260424192,2020-09-05 15:14:51+00:00,,sept 01 oklahoma 666 new coronavirus cases aug 26 oklahoma 666 new coronavirus cases 2014 church satan unveils plans oklahoma baphomet statue
161,soundarc2001,1302218626922020864,2020-09-05 15:14:49+00:00,#COVID #coronavirus #COVID,nanobody may prevent covid19 infection identified study fight covid19 scientists identified small neutralising antibody socalled nanobody capacity block sarscov2 entering human cells coronavirus covid
162,freedomgirl2011,1302218621524074496,2020-09-05 15:14:48+00:00,#coronavirus,love hat orwells novel 1984 orwell believe 35 years publication book world would ruled big brother today tyranny fascism seen cover coronavirus planned take economy peoples lives
163,EvanFer29213130,1302218598996471808,2020-09-05 15:14:42+00:00,,see theaters instead fk coronavirus
164,brightonargus,1302218589123026944,2020-09-05 15:14:40+00:00,#Hove #coronavirus,school hove confirmed staff member tested positive coronavirus
165,Guloo_Shahid,1302218582634491904,2020-09-05 15:14:38+00:00,#KMUDelayProff,kmudelayproff infected coronavirus examination hall responsible
166,HarryBullmore,1302218575768358912,2020-09-05 15:14:37+00:00,#Hove #coronavirus,school hove confirmed staff member tested positive coronavirus
167,larslmortensen,1302218574199754752,2020-09-05 15:14:36+00:00,#SupremeLoser #MAGA #Trump #GOP #CNN #FoxNews #fox #USPolitics #VoteHimOut #maga2020 #TrumpKillsUS #USPolitics #ABCNews #USA #coronavirus #Corona #TrumpHasNoPlan,presidents behaviour supremeloser foxnews maga trump gop cnn foxnews fox uspolitics gopleader presssec votehimout maga2020 trumpkillsus uspolitics abcnews usa coronavirus corona housegop trumphasnoplan senategop realdonaldtrump
168,sebedes,1302218572689702912,2020-09-05 15:14:36+00:00,,realdonaldtrump really think fall coronavirus vaccine flu vaccine doesnt work statistics many people got flu flu vaccine really want make america great stop medical genocide
169,bigmack13,1302218566947811328,2020-09-05 15:14:35+00:00,,coronavirus cases spike latrobe next week dont say werent warned
170,NickBollockov,1302218562539606016,2020-09-05 15:14:34+00:00,,coronavirus tests could picking dead virus
171,olfldguy,1302218558097829888,2020-09-05 15:14:32+00:00,,gah damn media already shifting protests since know riots may another coronavirus spike labor day
